
  5.00000E+01 -5.00000E+01  7.63027E-03
  1.50000E+02 -5.00000E+01  7.70718E-03
  2.50000E+02 -5.00000E+01  8.61026E-03
  3.50000E+02 -5.00000E+01  7.88208E-03
  4.50000E+02 -5.00000E+01  8.48943E-03
  5.50000E+02 -5.00000E+01  9.06534E-03
  6.50000E+02 -5.00000E+01  8.16793E-03
  7.50000E+02 -5.00000E+01  7.28777E-03
  8.50000E+02 -5.00000E+01  9.86022E-03
  9.50000E+02 -5.00000E+01  1.18122E-02
  1.05000E+03 -5.00000E+01  1.07585E-02
  1.15000E+03 -5.00000E+01  7.87103E-03
  1.25000E+03 -5.00000E+01  1.13588E-02
  1.35000E+03 -5.00000E+01  1.20200E-02
  1.45000E+03 -5.00000E+01  4.06921E-03
  1.55000E+03 -5.00000E+01  7.73353E-03
  1.65000E+03 -5.00000E+01  9.61172E-03
  1.75000E+03 -5.00000E+01  1.60933E-02
  1.85000E+03 -5.00000E+01  3.30947E-03
  1.95000E+03 -5.00000E+01  1.70142E-02
  2.05000E+03 -5.00000E+01  2.26643E-02
  2.15000E+03 -5.00000E+01  8.52926E-03
  2.25000E+03 -5.00000E+01  1.23822E-02
  2.35000E+03 -5.00000E+01  1.29926E-02
  2.45000E+03 -5.00000E+01  5.03269E-03
  2.55000E+03 -5.00000E+01  9.68918E-03
  2.65000E+03 -5.00000E+01  1.22810E-02
  2.75000E+03 -5.00000E+01  1.11738E-02
  2.85000E+03 -5.00000E+01  6.62290E-03
  2.95000E+03 -5.00000E+01  5.96477E-03
  3.05000E+03 -5.00000E+01  1.04292E-02
  3.15000E+03 -5.00000E+01  1.25258E-02
  3.25000E+03 -5.00000E+01  9.89816E-03
  3.35000E+03 -5.00000E+01  8.64370E-03
  3.45000E+03 -5.00000E+01  1.12985E-02
  3.55000E+03 -5.00000E+01  1.07195E-02
  3.65000E+03 -5.00000E+01  1.03487E-02
  3.75000E+03 -5.00000E+01  1.09175E-02
  3.85000E+03 -5.00000E+01  1.03392E-02
  3.95000E+03 -5.00000E+01  9.66983E-03
  5.00000E+01 -1.50000E+02  6.86742E-03
  1.50000E+02 -1.50000E+02  8.23427E-03
  2.50000E+02 -1.50000E+02  9.04256E-03
  3.50000E+02 -1.50000E+02  9.08935E-03
  4.50000E+02 -1.50000E+02  9.30920E-03
  5.50000E+02 -1.50000E+02  9.19427E-03
  6.50000E+02 -1.50000E+02  7.23374E-03
  7.50000E+02 -1.50000E+02  7.91838E-03
  8.50000E+02 -1.50000E+02  1.20831E-02
  9.50000E+02 -1.50000E+02  1.73255E-02
  1.05000E+03 -1.50000E+02  2.05463E-02
  1.15000E+03 -1.50000E+02  1.44136E-02
  1.25000E+03 -1.50000E+02  1.42131E-02
  1.35000E+03 -1.50000E+02  1.27515E-02
  1.45000E+03 -1.50000E+02  4.22942E-03
  1.55000E+03 -1.50000E+02  6.91304E-03
  1.65000E+03 -1.50000E+02  5.18809E-03
  1.75000E+03 -1.50000E+02  7.59301E-03
  1.85000E+03 -1.50000E+02  1.34662E-02
  1.95000E+03 -1.50000E+02  1.40184E-02
  2.05000E+03 -1.50000E+02  1.19278E-02
  2.15000E+03 -1.50000E+02  1.35334E-02
  2.25000E+03 -1.50000E+02  1.18658E-02
  2.35000E+03 -1.50000E+02  7.68743E-03
  2.45000E+03 -1.50000E+02  7.00251E-03
  2.55000E+03 -1.50000E+02  7.21960E-03
  2.65000E+03 -1.50000E+02  5.80284E-03
  2.75000E+03 -1.50000E+02  1.35837E-02
  2.85000E+03 -1.50000E+02  9.15017E-03
