  5.00000E+01 -5.00000E+01   9.00666E-03
  1.50000E+02 -5.00000E+01   9.14632E-03
  2.50000E+02 -5.00000E+01   9.37236E-03
  3.50000E+02 -5.00000E+01   9.16997E-03
  4.50000E+02 -5.00000E+01   9.43721E-03
  5.50000E+02 -5.00000E+01   9.06995E-03
  6.50000E+02 -5.00000E+01   9.80930E-03
  7.50000E+02 -5.00000E+01   1.09038E-02
  8.50000E+02 -5.00000E+01   1.18222E-02
  9.50000E+02 -5.00000E+01   1.40168E-02
  1.05000E+03 -5.00000E+01   1.44820E-02
  1.15000E+03 -5.00000E+01   1.28763E-02
  1.25000E+03 -5.00000E+01   1.03584E-02
  1.35000E+03 -5.00000E+01   1.15188E-02
  1.45000E+03 -5.00000E+01   9.19744E-03
  1.55000E+03 -5.00000E+01   6.34624E-03
  1.65000E+03 -5.00000E+01   1.10102E-02
  1.75000E+03 -5.00000E+01   4.73936E-03
  1.85000E+03 -5.00000E+01   8.47769E-03
  1.95000E+03 -5.00000E+01   4.07730E-03
  2.05000E+03 -5.00000E+01   4.42621E-03
  2.15000E+03 -5.00000E+01   1.50725E-02
  2.25000E+03 -5.00000E+01   1.07905E-02
  2.35000E+03 -5.00000E+01   9.16779E-03
  2.45000E+03 -5.00000E+01   1.15299E-02
  2.55000E+03 -5.00000E+01   1.01448E-02
  2.65000E+03 -5.00000E+01   1.23661E-02
  2.75000E+03 -5.00000E+01   1.32012E-02
  2.85000E+03 -5.00000E+01   1.12723E-02
  2.95000E+03 -5.00000E+01   9.58208E-03
  3.05000E+03 -5.00000E+01   8.78837E-03
  3.15000E+03 -5.00000E+01   8.53339E-03
  3.25000E+03 -5.00000E+01   8.96143E-03
  3.35000E+03 -5.00000E+01   1.02479E-02
  3.45000E+03 -5.00000E+01   1.10651E-02
  3.55000E+03 -5.00000E+01   1.17862E-02
  3.65000E+03 -5.00000E+01   1.23418E-02
  3.75000E+03 -5.00000E+01   1.33999E-02
  3.85000E+03 -5.00000E+01   1.33687E-02
  3.95000E+03 -5.00000E+01   1.31593E-02
  5.00000E+01 -1.50000E+02   8.62532E-03
  1.50000E+02 -1.50000E+02   8.94689E-03
  2.50000E+02 -1.50000E+02   8.77617E-03
  3.50000E+02 -1.50000E+02   8.61763E-03
  4.50000E+02 -1.50000E+02   9.00874E-03
  5.50000E+02 -1.50000E+02   9.48883E-03
  6.50000E+02 -1.50000E+02   9.89073E-03
  7.50000E+02 -1.50000E+02   1.08480E-02
  8.50000E+02 -1.50000E+02   1.18832E-02
  9.50000E+02 -1.50000E+02   1.35485E-02
  1.05000E+03 -1.50000E+02   1.47732E-02
  1.15000E+03 -1.50000E+02   1.34953E-02
  1.25000E+03 -1.50000E+02   1.06314E-02
  1.35000E+03 -1.50000E+02   1.26946E-02
  1.45000E+03 -1.50000E+02   9.06815E-03
  1.55000E+03 -1.50000E+02   6.96980E-03
  1.65000E+03 -1.50000E+02   1.20405E-02
  1.75000E+03 -1.50000E+02   4.69125E-03
  1.85000E+03 -1.50000E+02   5.61495E-03
  1.95000E+03 -1.50000E+02   3.98967E-03
  2.05000E+03 -1.50000E+02   3.91639E-03
  2.15000E+03 -1.50000E+02   1.03557E-02
  2.25000E+03 -1.50000E+02   1.12724E-02
  2.35000E+03 -1.50000E+02   1.05882E-02
  2.45000E+03 -1.50000E+02   1.31271E-02
  2.55000E+03 -1.50000E+02   1.09354E-02
  2.65000E+03 -1.50000E+02   1.47526E-02
  2.75000E+03 -1.50000E+02   1.67262E-02
  2.85000E+03 -1.50000E+02   1.36164E-02
  2.95000E+03 -1.50000E+02   1.09716E-02
  3.05000E+03 -1.50000E+02   9.47382E-03
  3.15000E+03 -1.50000E+02   8.98092E-03
  3.25000E+03 -1.50000E+02   9.29055E-03
  3.35000E+03 -1.50000E+02   9.94130E-03
  3.45000E+03 -1.50000E+02   1.08468E-02
  3.55000E+03 -1.50000E+02   1.13681E-02
  3.65000E+03 -1.50000E+02   1.20904E-02
  3.75000E+03 -1.50000E+02   1.29466E-02
  3.85000E+03 -1.50000E+02   1.30784E-02
  3.95000E+03 -1.50000E+02   1.36692E-02
  5.00000E+01 -2.50000E+02   7.97303E-03
  1.50000E+02 -2.50000E+02   8.10639E-03
  2.50000E+02 -2.50000E+02   8.17544E-03
  3.50000E+02 -2.50000E+02   8.48003E-03
  4.50000E+02 -2.50000E+02   8.24550E-03
  5.50000E+02 -2.50000E+02   8.76604E-03
  6.50000E+02 -2.50000E+02   9.09105E-03
  7.50000E+02 -2.50000E+02   9.86426E-03
  8.50000E+02 -2.50000E+02   1.17722E-02
  9.50000E+02 -2.50000E+02   1.31126E-02
  1.05000E+03 -2.50000E+02   1.39424E-02
  1.15000E+03 -2.50000E+02   1.20864E-02
  1.25000E+03 -2.50000E+02   1.10021E-02
  1.35000E+03 -2.50000E+02   1.14552E-02
  1.45000E+03 -2.50000E+02   4.64060E-03
  1.55000E+03 -2.50000E+02   1.58299E-02
  1.65000E+03 -2.50000E+02   1.26699E-02
  1.75000E+03 -2.50000E+02   7.40073E-03
  1.85000E+03 -2.50000E+02   8.88746E-03
  1.95000E+03 -2.50000E+02   6.57953E-03
  2.05000E+03 -2.50000E+02   2.44664E-03
  2.15000E+03 -2.50000E+02   7.58250E-03
  2.25000E+03 -2.50000E+02   1.22058E-02
  2.35000E+03 -2.50000E+02   1.03628E-02
